model_name;model_upload_date;total_b_params;model_type;architectures;num_layers;hidden_size;num_attention_heads;num_key_value_heads;intermediate_size;vocab_size;max_sequence_length;attention_implementation;torch_dtype;rope_theta;pad_token_id;bos_token_id;eos_token_id;tie_word_embeddings;max_position_embeddings;num_hidden_layers;use_sliding_window;sliding_window;max_window_layers;hidden_act;initializer_range;rms_norm_eps;use_cache;rope_scaling;attention_dropout;layer_types;return_dict;output_hidden_states;torchscript;dtype;pruned_heads;chunk_size_feed_forward;is_encoder_decoder;is_decoder;cross_attention_hidden_size;add_cross_attention;tie_encoder_decoder;finetuning_task;id2label;label2id;task_specific_params;problem_type;tokenizer_class;prefix;sep_token_id;decoder_start_token_id;max_length;min_length;do_sample;early_stopping;num_beams;temperature;top_k;top_p;typical_p;repetition_penalty;length_penalty;no_repeat_ngram_size;encoder_no_repeat_ngram_size;bad_words_ids;num_return_sequences;output_scores;return_dict_in_generate;forced_bos_token_id;forced_eos_token_id;remove_invalid_values;exponential_decay_length_penalty;suppress_tokens;begin_suppress_tokens;num_beam_groups;diversity_penalty;_name_or_path;transformers_version;use_mrope;tf_legacy_loss;use_bfloat16;output_attentions;active_b_params;n_positions;n_embd;n_layer;n_head;n_inner;activation_function;resid_pdrop;embd_pdrop;attn_pdrop;layer_norm_epsilon;summary_type;summary_use_proj;summary_activation;summary_first_dropout;summary_proj_to_labels;scale_attn_weights;scale_attn_by_inverse_layer_idx;reorder_and_upcast_attn;n_ctx;head_dim;norm_eps;partial_rotary_factor;attention_bias;mlp_bias;kv_channels;pretraining_tp;clip_qkv;num_experts_per_tok;num_experts;output_router_logits;router_aux_loss_coef;norm_topk_prob;cache_implementation;hidden_activation;query_pre_attn_scalar;final_logit_softcapping;attn_logit_softcapping;lm_head_bias;num_local_experts;router_jitter_noise;input_jitter_noise;auto_map;expert_dropout;hidden_dropout;use_mambapy;state_size;conv_kernel;expand;use_bias;use_conv_bias;time_step_rank;time_step_scale;time_step_min;time_step_max;time_step_init_scheme;time_step_floor;rescale_prenorm_residual;residual_in_fp32;use_falcon_mambapy;mixer_rms_eps;embedding_multiplier;logits_scaling;residual_multiplier;attention_multiplier;transformers.js_config;original_max_position_embeddings;experts_per_token;initial_context_length;quantization_config;swiglu_limit;bias;attn_implementation;layer_norm_eps;qk_layernorm;position_embedding_type;rotary_dim;gradient_checkpointing;rotary;activation;text_config;vision_config;mm_tokens_per_image;boi_token_index;eoi_token_index;image_token_index;moe_intermediate_size;n_shared_experts;n_routed_experts;moe_layer_freq;first_k_dense_replace;scoring_func;aux_loss_alpha;seq_aux;bskcn_1;bskcn_2;bskcn_3;bskcn_4;bskcn_tv;decoder_sparse_step;shared_expert_intermediate_size;mlp_only_layers;qkv_bias;hybrid_override_pattern;mlp_hidden_act;num_logits_to_keep;use_mamba_kernels;n_groups;mamba_head_dim;ssm_state_size;mamba_num_heads;mamba_hidden_act;time_step_limit;mamba_proj_bias;chunk_size;moe_shared_expert_intermediate_size;routed_scaling_factor;n_group;topk_group;mamba_ssm_cache_dtype;attention_probs_dropout_prob;hidden_dropout_prob;rotary_pct;rotary_emb_base;classifier_dropout;use_parallel_residual
google/gemma-2-2b-it;2024-08-27 19:41:44+00:00;2.61;gemma2;['Gemma2ForCausalLM'];26;2304;8.0;4.0;9216.0;256000;8192.0;default;N/A;10000.0;0.0;2.0;[1, 107];TRUE;8192.0;26.0;;4096.0;;gelu_pytorch_tanh;0.02;1E-06;TRUE;;0.0;['sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;google/gemma-2-2b-it;4.57.6;;FALSE;FALSE;FALSE;2.61;;;;;;;;;;;;;;;;;;;;256.0;;;FALSE;;;;;;;;;;hybrid;gelu_pytorch_tanh;256.0;30.0;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qwen/Qwen2.5-3B-Instruct;2024-09-25 12:33:00+00:00;3.09;qwen2;['Qwen2ForCausalLM'];36;2048;16.0;2.0;11008.0;151936;32768.0;default;N/A;1000000.0;;151643.0;151645;TRUE;32768.0;36.0;FALSE;;70.0;silu;0.02;1E-06;TRUE;;0.0;['full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;Qwen/Qwen2.5-3B-Instruct;4.57.6;;FALSE;FALSE;FALSE;3.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
microsoft/Phi-tiny-MoE-instruct;2025-12-10 18:21:11+00:00;3.8;phimoe;['PhiMoEForCausalLM'];32;4096;16.0;4.0;448.0;32064;4096.0;default;N/A;10000.0;;1.0;32000;FALSE;4096.0;32.0;;2047.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;microsoft/Phi-tiny-MoE-instruct;4.57.6;;FALSE;FALSE;FALSE;1.1;;;;;;;;;;;;;;;;;;;;128.0;;;TRUE;;;;;2.0;;FALSE;0.0;;;;;;;TRUE;16.0;0.01;0.01;{'AutoConfig': 'configuration_slimmoe.PhiMoEConfig', 'AutoModelForCausalLM': 'modeling_slimmoe.PhiMoEForCausalLM'};0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tiiuae/Falcon3-Mamba-7B-Instruct;2025-06-03 06:58:40+00:00;7.0;falcon_mamba;['FalconMambaForCausalLM'];64;4096;;;8192.0;65024;;default;N/A;;0.0;0.0;0;FALSE;;64.0;;;;silu;0.1;;TRUE;;;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;tiiuae/Falcon3-Mamba-7B-Instruct;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;1E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;16.0;4.0;2.0;FALSE;TRUE;256.0;1.0;1;0.1;random;0.0001;FALSE;TRUE;FALSE;1E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ibm-granite/granite-3.0-8b-instruct;2024-12-19 19:44:27+00:00;8.0;granite;['GraniteForCausalLM'];40;4096;32.0;8.0;12800.0;49155;4096.0;default;N/A;10000.0;0.0;0.0;0;TRUE;4096.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.1;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;ibm-granite/granite-3.0-8b-instruct;4.57.6;;FALSE;FALSE;FALSE;8.0;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;16.0;0.22;0.0078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
deepseek-ai/deepseek-llm-7b-chat;2023-11-29 11:41:18+00:00;7.0;llama;['LlamaForCausalLM'];30;4096;32.0;32.0;11008.0;102400;4096.0;default;N/A;10000.0;;100000.0;100001;FALSE;4096.0;30.0;;;;silu;0.02;1E-06;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;deepseek-ai/deepseek-llm-7b-chat;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;;;;;;;;;;;128.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HuggingFaceTB/SmolLM2-1.7B-Instruct;2025-04-21 20:51:14+00:00;1.7;llama;['LlamaForCausalLM'];24;2048;32.0;32.0;8192.0;49152;8192.0;default;N/A;130000.0;2.0;1.0;2;TRUE;8192.0;24.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;HuggingFaceTB/SmolLM2-1.7B-Instruct;4.57.6;;FALSE;FALSE;FALSE;1.7;;;;;;;;;;;;;;;;;;;;64.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;{'dtype': 'q4', 'kv_cache_dtype': {'q4f16': 'float16', 'fp16': 'float16'}, 'use_external_data_format': {'model.onnx': True, 'model_fp16.onnx': True}};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tiiuae/Falcon3-3B-Instruct;2025-01-10 06:58:36+00:00;3.0;llama;['LlamaForCausalLM'];22;3072;12.0;4.0;9216.0;131072;32768.0;default;N/A;1000042.0;;1.0;11;FALSE;32768.0;22.0;;;;silu;0.02;1E-06;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;tiiuae/Falcon3-3B-Instruct;4.57.6;;FALSE;FALSE;FALSE;3.0;;;;;;;;;;;;;;;;;;;;256.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
microsoft/Phi-3-mini-4k-instruct;2025-12-10 20:22:18+00:00;3.8;phi3;['Phi3ForCausalLM'];32;3072;32.0;32.0;8192.0;32064;4096.0;default;N/A;10000.0;32000.0;1.0;32000;FALSE;4096.0;32.0;;2047.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;microsoft/Phi-3-mini-4k-instruct;4.57.6;;FALSE;FALSE;FALSE;3.8;;;;;;;0.0;0.0;;;;;;;;;;;;;;1.0;FALSE;;;;;;;;;;;;;;;;;;;{'AutoConfig': 'configuration_phi3.Phi3Config', 'AutoModelForCausalLM': 'modeling_phi3.Phi3ForCausalLM'};;;;;;;;;;;;;;;;;;;;;;;;4096.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
openai/gpt-oss-20b;2025-08-26 17:25:47+00:00;22.0;gpt_oss;['GptOssForCausalLM'];24;2880;64.0;8.0;2880.0;201088;131072.0;default;N/A;150000.0;199999.0;;200002;FALSE;131072.0;24.0;;128.0;;silu;0.02;1E-05;TRUE;{'beta_fast': 32.0, 'beta_slow': 1.0, 'factor': 32.0, 'original_max_position_embeddings': 4096, 'rope_type': 'yarn', 'truncate': False};0.0;['sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention', 'sliding_attention', 'full_attention'];TRUE;FALSE;FALSE;;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;openai/gpt-oss-20b;4.57.6;;FALSE;FALSE;FALSE;3.6;;;;;;;;;;;;;;;;;;;;64.0;;;TRUE;;;;;4.0;;FALSE;0.9;;;;;;;;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4096.0;{'modules_to_not_convert': ['model.layers.*.self_attn', 'model.layers.*.mlp.router', 'model.embed_tokens', 'lm_head'], 'quant_method': 'mxfp4'};7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-ai/Yi-1.5-6B-Chat;2024-08-27 08:09:36+00:00;6.0;llama;['LlamaForCausalLM'];32;4096;32.0;4.0;11008.0;64000;4096.0;default;N/A;5000000.0;0.0;1.0;2;FALSE;4096.0;32.0;;;;silu;0.02;1E-06;FALSE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;01-ai/Yi-1.5-6B-Chat;4.57.6;;FALSE;FALSE;FALSE;6.0;;;;;;;;;;;;;;;;;;;;128.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
meta-llama/Llama-3.1-8B-Instruct;2024-09-25 17:00:57+00:00;8.03;llama;['LlamaForCausalLM'];32;4096;32.0;8.0;14336.0;128256;131072.0;default;N/A;500000.0;;128000.0;[128001, 128008, 128009];FALSE;131072.0;32.0;;;;silu;0.02;1E-05;TRUE;{'factor': 8.0, 'low_freq_factor': 1.0, 'high_freq_factor': 4.0, 'original_max_position_embeddings': 8192, 'rope_type': 'llama3'};0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;meta-llama/Llama-3.1-8B-Instruct;4.57.6;;FALSE;FALSE;FALSE;8.03;;;;;;;;;;;;;;;;;;;;128.0;;;FALSE;FALSE;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
internlm/internlm2-7b;2025-03-13 07:04:47+00:00;7.0;internlm2;['InternLM2ForCausalLM'];32;4096;32.0;8.0;14336.0;92544;32768.0;eager;N/A;1000000.0;2.0;1.0;2;FALSE;32768.0;32.0;;;;silu;0.02;1E-05;TRUE;;;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;internlm/internlm2-7b;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;{'AutoConfig': 'configuration_internlm2.InternLM2Config', 'AutoModelForCausalLM': 'modeling_internlm2.InternLM2ForCausalLM', 'AutoModel': 'modeling_internlm2.InternLM2ForCausalLM'};;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;eager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
microsoft/phi-2;2025-12-08 11:35:44+00:00;2.7;phi;['PhiForCausalLM'];32;2560;32.0;32.0;10240.0;51200;2048.0;default;N/A;10000.0;;50256.0;50256;FALSE;2048.0;32.0;;;;gelu_new;0.02;;TRUE;;0.0;;TRUE;FALSE;FALSE;float16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;microsoft/phi-2;4.57.6;;FALSE;FALSE;FALSE;2.7;;;;;;;0.1;0.0;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1E-05;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ibm-granite/granite-3.1-3b-a800m-instruct;2025-01-31 04:05:57+00:00;3.0;granitemoe;['GraniteMoeForCausalLM'];32;1536;24.0;8.0;512.0;49155;131072.0;default;N/A;10000000.0;0.0;0.0;0;TRUE;131072.0;32.0;;;;silu;0.02;1E-06;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;ibm-granite/granite-3.1-3b-a800m-instruct;4.57.6;;FALSE;FALSE;FALSE;0.8;;;;;;;;;;;;;;;;;;;;;;;FALSE;;;;;8.0;;FALSE;0.0;;;;;;;;40.0;;;;;;;;;;;;;;;;;;;;;;12.0;6.0;0.22;0.015625;;;;;;;;;;;rope;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nvidia/AceMath-1.5B-Instruct;2025-01-17 12:38:41+00:00;1.5;qwen2;['Qwen2ForCausalLM'];28;1536;12.0;2.0;8960.0;151936;4096.0;default;N/A;10000.0;;151643.0;151643;TRUE;4096.0;28.0;FALSE;;21.0;silu;0.02;1E-06;TRUE;;0.0;['full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention', 'full_attention'];TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;nvidia/AceMath-1.5B-Instruct;4.57.6;FALSE;FALSE;FALSE;FALSE;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mlabonne/AlphaMonarch-7B;2024-03-28 21:05:30+00:00;7.0;mistral;['MistralForCausalLM'];32;4096;32.0;8.0;14336.0;32000;32768.0;default;N/A;10000.0;;1.0;2;FALSE;32768.0;32.0;;4096.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;float16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;mlabonne/AlphaMonarch-7B;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mistralai/Mistral-7B-Instruct-v0.3;2025-12-03 12:13:48+00:00;7.25;mistral;['MistralForCausalLM'];32;4096;32.0;8.0;14336.0;32768;32768.0;default;N/A;1000000.0;;1.0;2;FALSE;32768.0;32.0;;;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;mistralai/Mistral-7B-Instruct-v0.3;4.57.6;;FALSE;FALSE;FALSE;7.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EleutherAI/gpt-j-6b;2023-06-21 14:33:36+00:00;6.05;gptj;['GPTJForCausalLM'];28;4096;16.0;16.0;16384.0;50400;2048.0;default;N/A;;;50256.0;50256;FALSE;;;;;;;0.02;;TRUE;;;;TRUE;FALSE;FALSE;;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};{'text-generation': {'do_sample': True, 'max_length': 50, 'temperature': 1.0}};;GPT2Tokenizer;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;EleutherAI/gpt-j-6b;4.57.6;;FALSE;FALSE;FALSE;6.05;2048.0;4096.0;28.0;16.0;;gelu_new;0.0;0.0;0.0;1E-05;cls_index;TRUE;;0.1;TRUE;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.0;FALSE;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
berkeley-nest/Starling-LM-7B-alpha;2024-03-20 04:19:58+00:00;7.0;mistral;['MistralForCausalLM'];32;4096;32.0;8.0;14336.0;32002;8192.0;default;N/A;10000.0;;1.0;32000;FALSE;8192.0;32.0;;4096.0;;silu;0.02;1E-05;TRUE;;0.0;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;berkeley-nest/Starling-LM-7B-alpha;4.57.6;;FALSE;FALSE;FALSE;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ibm-granite/granite-3.0-2b-instruct;2024-12-19 19:45:46+00:00;2.0;granite;['GraniteForCausalLM'];40;2048;32.0;8.0;8192.0;49155;4096.0;default;N/A;10000.0;0.0;0.0;0;TRUE;4096.0;40.0;;;;silu;0.02;1E-05;TRUE;;0.1;;TRUE;FALSE;FALSE;bfloat16;{};0;FALSE;FALSE;;FALSE;FALSE;;{0: 'LABEL_0', 1: 'LABEL_1'};{'LABEL_0': 0, 'LABEL_1': 1};;;;;;;20;0;FALSE;FALSE;1;1.0;50;1.0;1.0;1.0;1.0;0;0;;1;FALSE;FALSE;;;FALSE;;;;1;0.0;ibm-granite/granite-3.0-2b-instruct;4.57.6;;FALSE;FALSE;FALSE;2.0;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;8.0;0.22;0.015625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
